Symbol,Name,Country,IPO Year,Sector,Industry
STAR^I,iStar Inc. Series I Cumulative Redeemable Preferred Stock,United States,,,
STC,Stewart Information Services Corporation Common Stock,United States,,Finance,Specialty Insurers
STE,STERIS plc (Ireland) Ordinary Shares,United States,,Health Care,Industrial Specialties
STG,Sunlands Technology Group American Depositary Shares representing Class A ordinary shares,,2018,Consumer Services,Other Consumer Services
STIC,Northern Star Acquisition Corp. Class A Common Stock,,2020,Consumer Services,Other Specialty Stores
STK,Columbia Seligman Premium Technology Growth Fund Inc,United States,2009,,
STL,Sterling Bancorp,United States,,Finance,Major Banks
STL^A,Sterling Bancorp Depositary Shares each representing ownership of a 1/40th interest in a share of 6.50% Non-Cumulative Perpetual Preferred Stock Series A,United States,,Finance,Major Banks
STLA,Stellantis N.V. Common Shares,United Kingdom,2014,,
STM,STMicroelectronics N.V. Common Stock,Switzerland,,Technology,Semiconductors
STN,Stantec Inc Common Stock,Canada,,Consumer Services,Military/Government/Technical
STNG,Scorpio Tankers Inc. Common Shares,Monaco,2010,Transportation,Marine Transportation
STON,StoneMor Inc. Common Stock,United States,2004,Consumer Services,Other Consumer Services
STOR,STORE Capital Corporation Common Stock,United States,2014,Consumer Services,Real Estate Investment Trusts
STPC,Star Peak Corp II,,,,
STPK,Star Peak Energy Transition Corp. Class A Common Stock,United States,2020,Miscellaneous,Industrial Machinery/Components
STT,State Street Corporation Common Stock,United States,,Finance,Major Banks
STT^D,State Street Corporation Depositary Shares representing 1/4000th Perpetual Preferred Series D,United States,,,
STT^G,State Street Corporation Depositary shares each representing a 1/4000th ownership interest in a share of Fixed-to-Floating Rate Non-Cumulative,United States,,,
STWD,STARWOOD PROPERTY TRUST INC. Starwood Property Trust Inc.,United States,2009,Consumer Services,Real Estate Investment Trusts
STZ,Constellation Brands Inc. Common Stock,United States,,Consumer Non-Durables,Beverages (Production/Distribution)
STZ/B,Constellation Brands Inc,United States,,,
SU,Suncor Energy  Inc. Common Stock,Canada,,Energy,Integrated oil Companies
SUI,Sun Communities Inc. Common Stock,United States,1993,Consumer Services,Real Estate Investment Trusts
SUM,Summit Materials Inc. Class A Common Stock,United States,2015,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
SUN,Sunoco LP Common Units representing limited partner interests,United States,2012,Energy,Integrated oil Companies
SUP,Superior Industries International Inc. Common Stock (DE),United States,,Capital Goods,Auto Parts:O.E.M.
SUPV,Grupo Supervielle S.A. American Depositary Shares each Representing five Class B shares,,2016,Finance,Commercial Banks
SUZ,Suzano S.A. American Depositary Shares (each representing One Ordinary Share),,2018,Basic Industries,Paper
SWCH,Switch Inc. Class A Common Stock,,2017,Technology,Computer Software: Programming Data Processing
SWI,SolarWinds Corporation Common Stock,United States,2018,Technology,Computer Software: Prepackaged Software
SWK,Stanley Black & Decker Inc. Common Stock,United States,,Capital Goods,Industrial Machinery/Components
SWM,Schweitzer-Mauduit International Inc. Common Stock,United States,,Basic Industries,Paper
SWN,Southwestern Energy Company Common Stock,United States,,Energy,Oil & Gas Production
SWT,Stanley Black & Decker Inc. Corporate Unit,United States,2019,Capital Goods,Industrial Machinery/Components
SWX,Southwest Gas Holdings Inc. Common Stock (DE),United States,,Public Utilities,Oil & Gas Production
SWZ,Swiss Helvetia Fund Inc. (The) Common Stock,United States,,,
SXC,SunCoke Energy Inc. Common Stock,United States,2011,Basic Industries,Steel/Iron Ore
SXI,Standex International Corporation Common Stock,United States,,Technology,Industrial Machinery/Components
SXT,Sensient Technologies Corporation Common Stock,United States,,Basic Industries,Major Chemicals
SYF,Synchrony Financial Common Stock,United States,2014,Finance,Finance: Consumer Services
SYF^A,Synchrony Financial Depositary Shares each Representing a 1/40th Interest in a Share of 5.625% Fixed Rate Non-Cumulative Perpetual Preferred Stock Series A,United States,,,
SYK,Stryker Corporation Common Stock,United States,,Health Care,Medical/Dental Instruments
SYX,Systemax Inc. Common Stock,United States,,Capital Goods,Industrial Machinery/Components
SYY,Sysco Corporation Common Stock,United States,,Consumer Non-Durables,Food Distributors
SZC,Cushing NextGen Infrastructure Income Fund Common Shares of Beneficial Interest,,2012,,
T,AT&T Inc.,United States,,Public Utilities,Telecommunications Equipment
T^A,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 5.000% Perpetual Preferred Stock Series A,United States,,,
T^C,AT&T Inc. Depositary Shares each representing a 1/1000th interest in a share of 4.750% Perpetual Preferred Stock Series C,United States,,,
TAC,TransAlta Corporation Ordinary Shares,Canada,,Public Utilities,Electric Utilities: Central
TACA,Trepont Acquisition Corp I Class A Ordinary Shares,United States,2021,Finance,Business Services
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),,2018,Health Care,Major Pharmaceuticals
TAL,TAL Education Group American Depositary Shares,China,,Consumer Services,Other Consumer Services
TALO,Talos Energy Inc. Common Stock,,2018,Energy,Oil & Gas Production
TAP,Molson Coors Beverage Company Class B Common Stock,Canada,,Consumer Non-Durables,Beverages (Production/Distribution)
TARO,Taro Pharmaceutical Industries Ltd. Ordinary Shares,Israel,,Health Care,Major Pharmaceuticals
TBA,Thoma Bravo Advantage Class A Ordinary Shares,,2021,Finance,Business Services
TBB,AT&T Inc. 5.350% Global Notes due 2066,United States,2017,Public Utilities,Telecommunications Equipment
TBC,AT&T Inc. 5.625% Global Notes due 2067,United States,2018,Public Utilities,Telecommunications Equipment
TBI,TrueBlue Inc. Common Stock,United States,,Technology,Professional Services
TCI,Transcontinental Realty Investors Inc. Common Stock,United States,,Consumer Services,Real Estate Investment Trusts
TCP,TC PipeLines LP Common Units representing Limited Partner Interests,United States,,Public Utilities,Natural Gas Distribution
TCS,Container Store (The) Common Stock,,2013,Consumer Services,Home Furnishings
TD,Toronto Dominion Bank (The) Common Stock,Canada,,Finance,Commercial Banks
TDA,Telephone and Data Systems Inc. 5.875% Senior Notes due 2061,United States,,Public Utilities,Telecommunications Equipment
TDC,Teradata Corporation Common Stock,United States,,Technology,Computer Software: Prepackaged Software
TDE,Telephone and Data Systems Inc. 6.875% Senior Notes due 2059,United States,,Public Utilities,Telecommunications Equipment
TDF,Templeton Dragon Fund Inc. Common Stock,United States,,,
TDG,Transdigm Group Incorporated Transdigm Group Inc. Common Stock,United States,2006,Capital Goods,Military/Government/Technical
TDI,Telephone and Data Systems Inc. Sr Nt,United States,,Public Utilities,Telecommunications Equipment
TDJ,Telephone and Data Systems Inc. 7% Senior Notes due 2060,United States,,Public Utilities,Telecommunications Equipment
TDOC,Teladoc Health Inc. Common Stock,United States,2015,Health Care,Medical/Nursing Services
TDS,Telephone and Data Systems Inc. Common Shares,United States,,Public Utilities,Telecommunications Equipment
TDW,Tidewater Inc. Common Stock,United States,2017,Consumer Services,Marine Transportation
TDY,Teledyne Technologies Incorporated Common Stock,United States,,Capital Goods,Industrial Machinery/Components
TEAF,Tortoise Essential Assets Income Term Fund Common Shares of Beneficial Interest,,2019,,
TECK,Teck Resources Ltd Ordinary Shares,Canada,,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
TEF,Telefonica SA Common Stock,Spain,1988,Public Utilities,Telecommunications Equipment
TEI,Templeton Emerging Markets Income Fund Inc. Common Stock,United States,1993,,
TEL,TE Connectivity Ltd. New Switzerland Registered Shares,Switzerland,,Technology,Electronic Components
TEN,Tenneco Inc. Class A Voting Common Stock,United States,,Capital Goods,Auto Parts:O.E.M.
TEO,Telecom Argentina SA,Argentina,,Public Utilities,Telecommunications Equipment
TEVA,Teva Pharmaceutical Industries Limited American Depositary Shares,Israel,,Health Care,Major Pharmaceuticals
TEX,Terex Corporation Common Stock,United States,,Capital Goods,Construction/Ag Equipment/Trucks
TFC,Truist Financial Corporation Common Stock,United States,,Finance,Major Banks
TFC^F,Truist Financial Corporation Depositary Shares Representing 1/1000th Interest Series F Perpetual Preferred,United States,,,
TFC^G,Truist Financial Corporation Depositary Shares Series G,United States,,,
TFC^H,Truist Financial Corporation Series H ,United States,,,
TFC^I,Truist Financial Corporation Depositary Shares,United States,,,
TFC^O,Truist Financial Corporation Depositary Shares Each Representing a 1/1000th Interest in a Share of Series O Non-Cumulative Perpetual Preferred Stock,United States,,,
TFC^R,Truist Financial Corporation Depositary Shares each representing 1/1000th interest in a share of Series R Non-Cumulative Perpetual Preferred Stock,United States,,,
TFII,TFI International Inc. Common Shares,,,,
TFSA,Terra Income Fund VI 7.00% Notes due 2026,,2021,,
TFX,Teleflex Incorporated Common Stock,United States,,Health Care,Medical/Dental Instruments
TG,Tredegar Corporation Common Stock,United States,,Capital Goods,Metal Fabrications
TGH,Textainer Group Holdings Limited Common Shares,Bermuda,2007,Technology,Diversified Commercial Services
TGI,Triumph Group Inc. Common Stock,United States,1996,Capital Goods,Aerospace
TGNA,TEGNA Inc,United States,,Consumer Services,Broadcasting
TGP,Teekay LNG Partners L.P.,Bermuda,2005,Consumer Services,Marine Transportation
TGP^A,Teekay LNG Partners L.P. 9.00% Series A Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,Bermuda,,,
TGP^B,Teekay LNG Partners L.P. 8.50% Series B Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Units representing limited partner interests,Bermuda,,,
TGS,Transportadora de Gas del Sur SA TGS Common Stock,Argentina,,Public Utilities,Natural Gas Distribution
TGT,Target Corporation Common Stock,United States,,Consumer Services,Department/Specialty Retail Stores
THC,Tenet Healthcare Corporation Common Stock,United States,,Health Care,Hospital/Nursing Management
THG,Hanover Insurance Group Inc,United States,,Finance,Property-Casualty Insurers
THO,Thor Industries Inc. Common Stock,United States,,Consumer Non-Durables,Homebuilding
THQ,Tekla Healthcare Opportunies Fund Shares of Beneficial Interest,United States,2014,,
THR,Thermon Group Holdings Inc. Common Stock,United States,2011,Energy,Industrial Machinery/Components
THS,Treehouse Foods Inc. Common Stock,United States,,Consumer Non-Durables,Packaged Foods
THW,Tekla World Healthcare Fund Shares of Beneficial Interest,United States,2015,,
TIMB,TIM S.A. American Depositary Shares (Each representing 5 Common Shares) ,,2020,Public Utilities,Telecommunications Equipment
TINV,Tiga Acquisition Corp. Class A Ordinary Shares,Singapore,2021,Finance,Business Services
TISI,Team Inc. Common Stock,United States,,Consumer Services,Other Consumer Services
TIXT,TELUS International (Cda) Inc. Subordinate Voting Shares,,2021,Technology,EDP Services
TJX,TJX Companies Inc. (The) Common Stock,United States,,Consumer Services,Clothing/Shoe/Accessory Stores
TK,Teekay Corporation Common Stock,Bermuda,,Transportation,Marine Transportation
TKC,Turkcell Iletisim Hizmetleri AS Common Stock,Turkey,,Public Utilities,Telecommunications Equipment
TKR,Timken Company (The) Common Stock,United States,,Capital Goods,Metal Fabrications
TLK,PT Telekomunikasi Indonesia Tbk,Indonesia,,Public Utilities,Telecommunications Equipment
TLYS,Tilly's Inc. Common Stock,United States,2012,Consumer Services,Clothing/Shoe/Accessory Stores
TM,Toyota Motor Corporation Common Stock,Japan,,Capital Goods,Auto Manufacturing
TME,Tencent Music Entertainment Group American Depositary Shares each representing two Class A Ordinary Shares,,2018,Consumer Services,Broadcasting
TMHC,Taylor Morrison Home Corporation Common Stock,United States,2013,Capital Goods,Homebuilding
TMO,Thermo Fisher Scientific Inc Common Stock,United States,,Capital Goods,Industrial Machinery/Components
TMST,TimkenSteel Corporation Common Shares,United States,2014,Basic Industries,Steel/Iron Ore
TMX,Terminix Global Holdings Inc. Common Stock,,2014,Consumer Services,Other Consumer Services
TNC,Tennant Company Common Stock,United States,,Technology,Industrial Machinery/Components
TNET,TriNet Group Inc. Common Stock,,2014,Miscellaneous,Business Services
TNK,Teekay Tankers Ltd.,Bermuda,2007,Consumer Services,Marine Transportation
TNL,Travel   Leisure Co. Common  Stock,United States,,Consumer Services,Hotels/Resorts
TNP,Tsakos Energy Navigation Ltd Common Shares,Greece,2002,Transportation,Marine Transportation
TNP^D,Tsakos Energy Navigation Ltd 8.75% Series D Cumulative Redeemable Perpetual Preferred Shares,Greece,,,
TNP^E,Tsakos Energy Navigation Ltd Series E Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,Greece,,,
TNP^F,Tsakos Energy Navigation Ltd Series F Fixed-to-Floating Rate Cumulative Redeemable Perpetual Preferred Shares par value $1.00,Greece,,,
TOL,Toll Brothers Inc. Common Stock,United States,,Capital Goods,Homebuilding
TOT,Total SE,France,,Energy,Oil & Gas Production
TPB,Turning Point Brands Inc. Common Stock,United States,2016,Consumer Non-Durables,Tobacco
TPC,Tutor Perini Corporation Common Stock,United States,,Basic Industries,General Bldg Contractors - Nonresidential Bldgs
TPGY,TPG Pace Beneficial Finance Corp. Class A Ordinary Shares,United States,2020,Finance,Business Services
TPH,Tri Pointe Homes Inc. Common Stock,United States,2013,Capital Goods,Homebuilding
TPL,Texas Pacific Land Corporation Common Stock,United States,,Energy,Oil & Gas Production
TPR,Tapestry Inc. Common Stock,United States,,Consumer Non-Durables,Apparel
TPRE,Third Point Reinsurance Ltd. Common Shares,,2013,Finance,Property-Casualty Insurers
TPVG,TriplePoint Venture Growth BDC Corp. Common Stock,,2014,,
TPVY,TriplePoint Venture Growth BDC Corp. 5.75% Notes due 2022,,2017,,
